year,name,location,address,city,state,country,material,size,style,image,key_name,lat,lon,geolink,visible,iframe,table,has_image,comissions,notes
1991,Double Knot,Masco Corp.,21001 Van Born Rd,Taylor,MI,USA,Bronze,17 feet,topological,DoubleKnotMasco,bouble-knot-masco,42.2676065,-83.241956,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Masco+Corporation,+Taylor,+MI&sll=42.239194,-83.269672&sspn=0.071042,0.143166&g=Taylor,+MI&ie=UTF8&hq=Masco+Corporation,&hnear=Taylor,+Wayne,+Michigan&ll=42.267631,-83.241193&spn=0.002136,0.004474&t=k&z=18",y,,y,y,collector
1976,Double Knot I,Harvard Business School,,Cambridge,MA,USA,Bronze,3 Feet,topological,,double-knot-3,42.3674563,-71.12287,"http://maps.google.com/maps?hl=en&q=harvard+business+school+&ie=UTF8&hq=Harvard+Business+School&hnear=Harvard+Business+School,+Boston,+Suffolk,+Massachusetts+02163&ll=42.367448,-71.123321&spn=0.00112,0.001923&t=h&z=19",n,,y,???,commission
1967,Double Knot I,Harry Seidler Residence,,Sydney,,Australia,Bronze,3 Feet,topological,DoubleKnot,double-knot-seidler,,,,,,y,y,commission
1974,Double Knot I,University of South Carolina,Robert E. Penland Administration and Classroom Building,Aiken,SC,USA,Bronze,3 feet,topological,,double-knot-1,33.573379,-81.766827,"http://maps.google.com/maps?ll=33.573363,-81.766851&spn=0.000631,0.001041&t=h&z=20&lci=com.panoramio.all",y,,y,???,collector,Located in the open courtyard of the Robert E. Penland Administration and Classroom Building
1992,Double Knot II,Seven Bridges Foundation,,Greenwich,CT,USA,Bronze,3 feet,topological,,double-knot-4,,,,,,,y,commission
2010,Double Knot II,Horrigan Residence,,Norwalk,CT,USA,Bronze,3 Feet,topological,,double-knot-5,,,,,,,get,collector
2009,Double Knot II,Ponti Residence,,Wyck Rissington,Cheltenham,UK,Bronze,3 Feet,topological,,double-knot-ponti,,,,,,,n,collector
1992,Double Knot II,Cassani Residence,,Uitikon,,Switzerland,Bronze,3 Feet,topological,,double-knot-6,47.37031,8.45398,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Uitikon,+Switzerland&sll=51.499446,-0.130978&sspn=0.030029,0.066261&ie=UTF8&hq=&hnear=Uitikon,+Dietikon,+Canton+of+Z%C3%BCrich,+Switzerland&ll=47.370716,8.449602&spn=0.016334,0.033131&t=h&z=15",n,,y,n,collector
1992,Double Knot II,Perry Residence,,Norwalk,CT,USA,Bronze,3 Feet,topological,,double-knot-7,,,,,,,y,collector
1990,Double Ribbed Mace,Thermatool,31 Commerce St,East Haven,CT,USA,Stainless Steel,12 feet,ribbed,,double-ribbed-mace,41.249508,-72.884537,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Thermatool+Corporation,+East+Haven,+New+Haven,+CT&sll=24.669175,46.716995&sspn=0.002745,0.004131&ie=UTF8&hq=Thermatool+Corporation,&hnear=East+Haven,+New+Haven,+Connecticut&ll=41.249429,-72.884519&spn=0.001135,0.002065&t=h&z=19",y,,,n,commission
1994,Dual Universe,Shell Plaza,"50 Raffles Place, Battery Road",Singapore,Singapore,Singapore,Bronze,17 feet,topological,DualUni,dual-universe,1.285065,103.851896,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Raffles+Place+Singapore&sll=1.443662,103.791514&sspn=0.001453,0.003004&ie=UTF8&hq=&hnear=Raffles+Place,+Singapore,+048618&ll=1.285019,103.851662&spn=0.002928,0.006008&t=h&z=18&layer=c&cbll=1.285074,103.851754&panoid=ot8arl9OcEDD0A6-GZ_b4A&cbp=12,146.19,,0,-0.43",y,,,y,commission,"http://maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Raffles+Place+Singapore&sll=1.443662,103.791514&sspn=0.001453,0.003004&ie=UTF8&hq=&hnear=Raffles+Place,+Singapore,+048618&ll=1.284987,103.85093&spn=0.001464,0.003004&t=h&z=19&layer=c&cbll=1.284997,103.850834&panoid=CDOc3_G_ryYVZ3tQtIbe-A&cbp=12,111.01728899999996,,0,0&photoid=po-37632590"
1990,Duality,Barnett Center,50 North Laura Street,Jacksonville,FL,USA,Bronze,8 Feet,topological,DualityBarr,duality-barnett,30.326916,-81.65965,"http://maps.google.com/maps?hl=en&ie=UTF8&ll=30.326923,-81.660017&spn=0.001301,0.00283&t=h&z=19",n,,y,y,commission
1986,Duality,Pugh Residence,,Greenwich,CT,USA,Bronze,3 feet,topological,Duality,duality,,,,,,y,y,commission
